# EUC,SJIS
0xb8fa,0x8cf8
0xb8fb,0x8cf9
0xb8fc,0x8cfa
0xb8fd,0x8cfb
0xb8fe,0x8cfc
0xb9a1,0x8d40
0xb9a2,0x8d41
0xb9a3,0x8d42
0xb9a4,0x8d43
0xb9a5,0x8d44
0xb9a6,0x8d45
0xb9a7,0x8d46
0xb9a8,0x8d47
0xb9a9,0x8d48
0xb9aa,0x8d49
0xb9ab,0x8d4a
0xb9ac,0x8d4b
0xb9ad,0x8d4c
0xb9ae,0x8d4d
0xb9af,0x8d4e
0xb9b0,0x8d4f
0xb9b1,0x8d50
0xb9b2,0x8d51
0xb9b3,0x8d52
0xb9b4,0x8d53
0xb9b5,0x8d54
0xb9b6,0x8d55
0xb9b7,0x8d56
0xb9b8,0x8d57
0xb9b9,0x8d58
0xb9ba,0x8d59
0xb9bb,0x8d5a
0xb9bc,0x8d5b
0xb9bd,0x8d5c
0xb9be,0x8d5d
0xb9bf,0x8d5e
0xb9c0,0x8d5f
0xb9c1,0x8d60
0xb9c2,0x8d61
0xb9c3,0x8d62
0xb9c4,0x8d63
0xb9c5,0x8d64
0xb9c6,0x8d65
0xb9c7,0x8d66
0xb9c8,0x8d67
0xb9c9,0x8d68
0xb9ca,0x8d69
0xb9cb,0x8d6a
0xb9cc,0x8d6b
0xb9cd,0x8d6c
0xb9ce,0x8d6d
0xb9cf,0x8d6e
0xb9d0,0x8d6f
0xb9d1,0x8d70
0xb9d2,0x8d71
0xb9d3,0x8d72
0xb9d4,0x8d73
0xb9d5,0x8d74
0xb9d6,0x8d75
0xb9d7,0x8d76
0xb9d8,0x8d77
0xb9d9,0x8d78
0xb9da,0x8d79
0xb9db,0x8d7a
0xb9dc,0x8d7b
0xb9dd,0x8d7c
0xb9de,0x8d7d
0xb9df,0x8d7e
0xb9e0,0x8d80
0xb9e1,0x8d81
0xb9e2,0x8d82
0xb9e3,0x8d83
0xb9e4,0x8d84
0xb9e5,0x8d85
0xb9e6,0x8d86
0xb9e7,0x8d87
0xb9e8,0x8d88
0xb9e9,0x8d89
0xb9ea,0x8d8a
0xb9eb,0x8d8b
0xb9ec,0x8d8c
0xb9ed,0x8d8d
0xb9ee,0x8d8e
0xb9ef,0x8d8f
0xb9f0,0x8d90
0xb9f1,0x8d91
0xb9f2,0x8d92
0xb9f3,0x8d93
0xb9f4,0x8d94
0xb9f5,0x8d95
0xb9f6,0x8d96
0xb9f7,0x8d97
0xb9f8,0x8d98
0xb9f9,0x8d99
0xb9fa,0x8d9a
0xb9fb,0x8d9b
0xb9fc,0x8d9c
0xb9fd,0x8d9d
0xb9fe,0x8d9e
0xbaa1,0x8d9f
0xbaa2,0x8da0
0xbaa3,0x8da1
0xbaa4,0x8da2
0xbaa5,0x8da3
0xbaa6,0x8da4
0xbaa7,0x8da5
0xbaa8,0x8da6
0xbaa9,0x8da7
0xbaaa,0x8da8
0xbaab,0x8da9
0xbaac,0x8daa
0xbaad,0x8dab
0xbaae,0x8dac
0xbaaf,0x8dad
0xbab0,0x8dae
0xbab1,0x8daf
0xbab2,0x8db0
0xbab3,0x8db1
0xbab4,0x8db2
0xbab5,0x8db3
0xbab6,0x8db4
0xbab7,0x8db5
0xbab8,0x8db6
0xbab9,0x8db7
0xbaba,0x8db8
0xbabb,0x8db9
0xbabc,0x8dba
0xbabd,0x8dbb
0xbabe,0x8dbc
0xbabf,0x8dbd
0xbac0,0x8dbe
0xbac1,0x8dbf
0xbac2,0x8dc0
0xbac3,0x8dc1
0xbac4,0x8dc2
0xbac5,0x8dc3
0xbac6,0x8dc4
0xbac7,0x8dc5
0xbac8,0x8dc6
0xbac9,0x8dc7
0xbaca,0x8dc8
0xbacb,0x8dc9
0xbacc,0x8dca
0xbacd,0x8dcb
0xbace,0x8dcc
0xbacf,0x8dcd
0xbad0,0x8dce
0xbad1,0x8dcf
0xbad2,0x8dd0
0xbad3,0x8dd1
0xbad4,0x8dd2
0xbad5,0x8dd3
0xbad6,0x8dd4
0xbad7,0x8dd5
0xbad8,0x8dd6
0xbad9,0x8dd7
0xbada,0x8dd8
0xbadb,0x8dd9
0xbadc,0x8dda
0xbadd,0x8ddb
0xbade,0x8ddc
0xbadf,0x8ddd
0xbae0,0x8dde
0xbae1,0x8ddf
0xbae2,0x8de0
0xbae3,0x8de1
0xbae4,0x8de2
0xbae5,0x8de3
0xbae6,0x8de4
0xbae7,0x8de5
0xbae8,0x8de6
0xbae9,0x8de7
0xbaea,0x8de8
0xbaeb,0x8de9
0xbaec,0x8dea
0xbaed,0x8deb
0xbaee,0x8dec
0xbaef,0x8ded
0xbaf0,0x8dee
0xbaf1,0x8def
0xbaf2,0x8df0
0xbaf3,0x8df1
0xbaf4,0x8df2
0xbaf5,0x8df3
0xbaf6,0x8df4
0xbaf7,0x8df5
0xbaf8,0x8df6
0xbaf9,0x8df7
0xbafa,0x8df8
0xbafb,0x8df9
0xbafc,0x8dfa
0xbafd,0x8dfb
0xbafe,0x8dfc
0xbba1,0x8e40
0xbba2,0x8e41
0xbba3,0x8e42
0xbba4,0x8e43
0xbba5,0x8e44
0xbba6,0x8e45
0xbba7,0x8e46
0xbba8,0x8e47
0xbba9,0x8e48
0xbbaa,0x8e49
0xbbab,0x8e4a
0xbbac,0x8e4b
0xbbad,0x8e4c
0xbbae,0x8e4d
0xbbaf,0x8e4e
0xbbb0,0x8e4f
0xbbb1,0x8e50
0xbbb2,0x8e51
0xbbb3,0x8e52
0xbbb4,0x8e53
0xbbb5,0x8e54
0xbbb6,0x8e55
0xbbb7,0x8e56
0xbbb8,0x8e57
0xbbb9,0x8e58
0xbbba,0x8e59
0xbbbb,0x8e5a
0xbbbc,0x8e5b
0xbbbd,0x8e5c
0xbbbe,0x8e5d
0xbbbf,0x8e5e
0xbbc0,0x8e5f
0xbbc1,0x8e60
0xbbc2,0x8e61
0xbbc3,0x8e62
0xbbc4,0x8e63
0xbbc5,0x8e64
0xbbc6,0x8e65
0xbbc7,0x8e66
0xbbc8,0x8e67
0xbbc9,0x8e68
0xbbca,0x8e69
0xbbcb,0x8e6a
0xbbcc,0x8e6b
0xbbcd,0x8e6c
0xbbce,0x8e6d
0xbbcf,0x8e6e
0xbbd0,0x8e6f
0xbbd1,0x8e70
0xbbd2,0x8e71
0xbbd3,0x8e72
0xbbd4,0x8e73
0xbbd5,0x8e74
0xbbd6,0x8e75
0xbbd7,0x8e76
0xbbd8,0x8e77
0xbbd9,0x8e78
0xbbda,0x8e79
0xbbdb,0x8e7a
0xbbdc,0x8e7b
0xbbdd,0x8e7c
0xbbde,0x8e7d
0xbbdf,0x8e7e
0xbbe0,0x8e80
0xbbe1,0x8e81
0xbbe2,0x8e82
0xbbe3,0x8e83
0xbbe4,0x8e84
0xbbe5,0x8e85
0xbbe6,0x8e86
0xbbe7,0x8e87
0xbbe8,0x8e88
0xbbe9,0x8e89
0xbbea,0x8e8a
0xbbeb,0x8e8b
0xbbec,0x8e8c
0xbbed,0x8e8d
0xbbee,0x8e8e
0xbbef,0x8e8f
0xbbf0,0x8e90
0xbbf1,0x8e91
0xbbf2,0x8e92
0xbbf3,0x8e93
0xbbf4,0x8e94
0xbbf5,0x8e95
0xbbf6,0x8e96
0xbbf7,0x8e97
0xbbf8,0x8e98
0xbbf9,0x8e99
0xbbfa,0x8e9a
0xbbfb,0x8e9b
0xbbfc,0x8e9c
0xbbfd,0x8e9d
0xbbfe,0x8e9e
0xbca1,0x8e9f
0xbca2,0x8ea0
0xbca3,0x8ea1
0xbca4,0x8ea2
0xbca5,0x8ea3
0xbca6,0x8ea4
0xbca7,0x8ea5
0xbca8,0x8ea6
0xbca9,0x8ea7
0xbcaa,0x8ea8
0xbcab,0x8ea9
0xbcac,0x8eaa
0xbcad,0x8eab
0xbcae,0x8eac
0xbcaf,0x8ead
0xbcb0,0x8eae
0xbcb1,0x8eaf
0xbcb2,0x8eb0
0xbcb3,0x8eb1
0xbcb4,0x8eb2
0xbcb5,0x8eb3
0xbcb6,0x8eb4
0xbcb7,0x8eb5
0xbcb8,0x8eb6
0xbcb9,0x8eb7
0xbcba,0x8eb8
0xbcbb,0x8eb9
0xbcbc,0x8eba
0xbcbd,0x8ebb
0xbcbe,0x8ebc
0xbcbf,0x8ebd
0xbcc0,0x8ebe
0xbcc1,0x8ebf
0xbcc2,0x8ec0
0xbcc3,0x8ec1
0xbcc4,0x8ec2
0xbcc5,0x8ec3
0xbcc6,0x8ec4
0xbcc7,0x8ec5
0xbcc8,0x8ec6
0xbcc9,0x8ec7
0xbcca,0x8ec8
0xbccb,0x8ec9
0xbccc,0x8eca
0xbccd,0x8ecb
0xbcce,0x8ecc
0xbccf,0x8ecd
0xbcd0,0x8ece
0xbcd1,0x8ecf
0xbcd2,0x8ed0
0xbcd3,0x8ed1
0xbcd4,0x8ed2
0xbcd5,0x8ed3
0xbcd6,0x8ed4
0xbcd7,0x8ed5
0xbcd8,0x8ed6
0xbcd9,0x8ed7
0xbcda,0x8ed8
0xbcdb,0x8ed9
0xbcdc,0x8eda
0xbcdd,0x8edb
0xbcde,0x8edc
0xbcdf,0x8edd
0xbce0,0x8ede
0xbce1,0x8edf
0xbce2,0x8ee0
0xbce3,0x8ee1
0xbce4,0x8ee2
0xbce5,0x8ee3
0xbce6,0x8ee4
0xbce7,0x8ee5
0xbce8,0x8ee6
0xbce9,0x8ee7
0xbcea,0x8ee8
0xbceb,0x8ee9
0xbcec,0x8eea
0xbced,0x8eeb
0xbcee,0x8eec
0xbcef,0x8eed
0xbcf0,0x8eee
0xbcf1,0x8eef
0xbcf2,0x8ef0
0xbcf3,0x8ef1
0xbcf4,0x8ef2
0xbcf5,0x8ef3
0xbcf6,0x8ef4
0xbcf7,0x8ef5
0xbcf8,0x8ef6
0xbcf9,0x8ef7
0xbcfa,0x8ef8
0xbcfb,0x8ef9
0xbcfc,0x8efa
0xbcfd,0x8efb
0xbcfe,0x8efc
0xbda1,0x8f40
0xbda2,0x8f41
0xbda3,0x8f42
0xbda4,0x8f43
0xbda5,0x8f44
0xbda6,0x8f45
0xbda7,0x8f46
0xbda8,0x8f47
0xbda9,0x8f48
0xbdaa,0x8f49
0xbdab,0x8f4a
0xbdac,0x8f4b
0xbdad,0x8f4c
0xbdae,0x8f4d
0xbdaf,0x8f4e
0xbdb0,0x8f4f
0xbdb1,0x8f50
0xbdb2,0x8f51
0xbdb3,0x8f52
0xbdb4,0x8f53
0xbdb5,0x8f54
0xbdb6,0x8f55
0xbdb7,0x8f56
0xbdb8,0x8f57
0xbdb9,0x8f58
0xbdba,0x8f59
0xbdbb,0x8f5a
0xbdbc,0x8f5b
0xbdbd,0x8f5c
0xbdbe,0x8f5d
0xbdbf,0x8f5e
0xbdc0,0x8f5f
0xbdc1,0x8f60
0xbdc2,0x8f61
0xbdc3,0x8f62
0xbdc4,0x8f63
0xbdc5,0x8f64
0xbdc6,0x8f65
0xbdc7,0x8f66
0xbdc8,0x8f67
0xbdc9,0x8f68
0xbdca,0x8f69
0xbdcb,0x8f6a
0xbdcc,0x8f6b
0xbdcd,0x8f6c
0xbdce,0x8f6d
0xbdcf,0x8f6e
0xbdd0,0x8f6f
0xbdd1,0x8f70
0xbdd2,0x8f71
0xbdd3,0x8f72
0xbdd4,0x8f73
0xbdd5,0x8f74
0xbdd6,0x8f75
0xbdd7,0x8f76
0xbdd8,0x8f77
0xbdd9,0x8f78
0xbdda,0x8f79
0xbddb,0x8f7a
0xbddc,0x8f7b
0xbddd,0x8f7c
0xbdde,0x8f7d
0xbddf,0x8f7e
0xbde0,0x8f80
0xbde1,0x8f81
0xbde2,0x8f82
0xbde3,0x8f83
0xbde4,0x8f84
0xbde5,0x8f85
0xbde6,0x8f86
0xbde7,0x8f87
0xbde8,0x8f88
0xbde9,0x8f89
0xbdea,0x8f8a
0xbdeb,0x8f8b
0xbdec,0x8f8c
0xbded,0x8f8d
0xbdee,0x8f8e
0xbdef,0x8f8f
0xbdf0,0x8f90
0xbdf1,0x8f91
0xbdf2,0x8f92
0xbdf3,0x8f93
0xbdf4,0x8f94
0xbdf5,0x8f95
0xbdf6,0x8f96
0xbdf7,0x8f97
0xbdf8,0x8f98
0xbdf9,0x8f99
0xbdfa,0x8f9a
0xbdfb,0x8f9b
0xbdfc,0x8f9c
0xbdfd,0x8f9d
0xbdfe,0x8f9e
0xbea1,0x8f9f
0xbea2,0x8fa0
0xbea3,0x8fa1
0xbea4,0x8fa2
0xbea5,0x8fa3
0xbea6,0x8fa4
0xbea7,0x8fa5
0xbea8,0x8fa6
0xbea9,0x8fa7
0xbeaa,0x8fa8
0xbeab,0x8fa9
0xbeac,0x8faa
0xbead,0x8fab
0xbeae,0x8fac
0xbeaf,0x8fad
0xbeb0,0x8fae
0xbeb1,0x8faf
0xbeb2,0x8fb0
0xbeb3,0x8fb1
0xbeb4,0x8fb2
0xbeb5,0x8fb3
0xbeb6,0x8fb4
0xbeb7,0x8fb5
0xbeb8,0x8fb6
0xbeb9,0x8fb7
0xbeba,0x8fb8
0xbebb,0x8fb9
0xbebc,0x8fba
0xbebd,0x8fbb
0xbebe,0x8fbc
0xbebf,0x8fbd
0xbec0,0x8fbe
0xbec1,0x8fbf
0xbec2,0x8fc0
0xbec3,0x8fc1
0xbec4,0x8fc2
0xbec5,0x8fc3
0xbec6,0x8fc4
0xbec7,0x8fc5
0xbec8,0x8fc6
0xbec9,0x8fc7
0xbeca,0x8fc8
0xbecb,0x8fc9
0xbecc,0x8fca
0xbecd,0x8fcb
0xbece,0x8fcc
0xbecf,0x8fcd
0xbed0,0x8fce
0xbed1,0x8fcf
0xbed2,0x8fd0
0xbed3,0x8fd1
0xbed4,0x8fd2
0xbed5,0x8fd3
0xbed6,0x8fd4
0xbed7,0x8fd5
0xbed8,0x8fd6
0xbed9,0x8fd7
0xbeda,0x8fd8
0xbedb,0x8fd9
0xbedc,0x8fda
0xbedd,0x8fdb
0xbede,0x8fdc
0xbedf,0x8fdd
0xbee0,0x8fde
0xbee1,0x8fdf
0xbee2,0x8fe0
0xbee3,0x8fe1
0xbee4,0x8fe2
0xbee5,0x8fe3
0xbee6,0x8fe4
0xbee7,0x8fe5
0xbee8,0x8fe6
0xbee9,0x8fe7
0xbeea,0x8fe8
0xbeeb,0x8fe9
0xbeec,0x8fea
0xbeed,0x8feb
0xbeee,0x8fec
0xbeef,0x8fed
0xbef0,0x8fee
0xbef1,0x8fef
0xbef2,0x8ff0
0xbef3,0x8ff1
0xbef4,0x8ff2
0xbef5,0x8ff3
0xbef6,0x8ff4
0xbef7,0x8ff5
0xbef8,0x8ff6
0xbef9,0x8ff7
0xbefa,0x8ff8
0xbefb,0x8ff9
0xbefc,0x8ffa
0xbefd,0x8ffb
0xbefe,0x8ffc
0xbfa1,0x9040
0xbfa2,0x9041
0xbfa3,0x9042
0xbfa4,0x9043
0xbfa5,0x9044
0xbfa6,0x9045
0xbfa7,0x9046
0xbfa8,0x9047
0xbfa9,0x9048
0xbfaa,0x9049
0xbfab,0x904a
0xbfac,0x904b
0xbfad,0x904c
0xbfae,0x904d
0xbfaf,0x904e
0xbfb0,0x904f
0xbfb1,0x9050
0xbfb2,0x9051
0xbfb3,0x9052
0xbfb4,0x9053
0xbfb5,0x9054
0xbfb6,0x9055
0xbfb7,0x9056
0xbfb8,0x9057
0xbfb9,0x9058
0xbfba,0x9059
0xbfbb,0x905a
0xbfbc,0x905b
0xbfbd,0x905c
0xbfbe,0x905d
0xbfbf,0x905e
0xbfc0,0x905f
0xbfc1,0x9060
0xbfc2,0x9061
0xbfc3,0x9062
0xbfc4,0x9063
0xbfc5,0x9064
0xbfc6,0x9065
0xbfc7,0x9066
0xbfc8,0x9067
0xbfc9,0x9068
0xbfca,0x9069
0xbfcb,0x906a
0xbfcc,0x906b
0xbfcd,0x906c
0xbfce,0x906d
0xbfcf,0x906e
0xbfd0,0x906f
0xbfd1,0x9070
0xbfd2,0x9071
0xbfd3,0x9072
0xbfd4,0x9073
0xbfd5,0x9074
0xbfd6,0x9075
0xbfd7,0x9076
0xbfd8,0x9077
0xbfd9,0x9078
0xbfda,0x9079
0xbfdb,0x907a
0xbfdc,0x907b
0xbfdd,0x907c
0xbfde,0x907d
0xbfdf,0x907e
0xbfe0,0x9080
0xbfe1,0x9081
0xbfe2,0x9082
0xbfe3,0x9083
0xbfe4,0x9084
0xbfe5,0x9085
0xbfe6,0x9086
0xbfe7,0x9087
0xbfe8,0x9088
0xbfe9,0x9089
0xbfea,0x908a
0xbfeb,0x908b
0xbfec,0x908c
0xbfed,0x908d
0xbfee,0x908e
0xbfef,0x908f
0xbff0,0x9090
0xbff1,0x9091
0xbff2,0x9092
0xbff3,0x9093
0xbff4,0x9094
0xbff5,0x9095
0xbff6,0x9096
0xbff7,0x9097
0xbff8,0x9098
0xbff9,0x9099
0xbffa,0x909a
0xbffb,0x909b
0xbffc,0x909c
0xbffd,0x909d
0xbffe,0x909e
0xc0a1,0x909f
0xc0a2,0x90a0
0xc0a3,0x90a1
0xc0a4,0x90a2
0xc0a5,0x90a3
0xc0a6,0x90a4
0xc0a7,0x90a5
0xc0a8,0x90a6
0xc0a9,0x90a7
0xc0aa,0x90a8
0xc0ab,0x90a9
0xc0ac,0x90aa
0xc0ad,0x90ab
0xc0ae,0x90ac
0xc0af,0x90ad
0xc0b0,0x90ae
0xc0b1,0x90af
0xc0b2,0x90b0
0xc0b3,0x90b1
0xc0b4,0x90b2
0xc0b5,0x90b3
0xc0b6,0x90b4
0xc0b7,0x90b5
0xc0b8,0x90b6
0xc0b9,0x90b7
0xc0ba,0x90b8
0xc0bb,0x90b9
0xc0bc,0x90ba
0xc0bd,0x90bb
0xc0be,0x90bc
0xc0bf,0x90bd
0xc0c0,0x90be
0xc0c1,0x90bf
0xc0c2,0x90c0
0xc0c3,0x90c1
0xc0c4,0x90c2
0xc0c5,0x90c3
0xc0c6,0x90c4
0xc0c7,0x90c5
0xc0c8,0x90c6
0xc0c9,0x90c7
0xc0ca,0x90c8
0xc0cb,0x90c9
0xc0cc,0x90ca
0xc0cd,0x90cb
0xc0ce,0x90cc
0xc0cf,0x90cd
0xc0d0,0x90ce
0xc0d1,0x90cf
0xc0d2,0x90d0
0xc0d3,0x90d1
0xc0d4,0x90d2
0xc0d5,0x90d3
0xc0d6,0x90d4
0xc0d7,0x90d5
0xc0d8,0x90d6
0xc0d9,0x90d7
0xc0da,0x90d8
0xc0db,0x90d9
0xc0dc,0x90da
0xc0dd,0x90db
0xc0de,0x90dc
0xc0df,0x90dd
0xc0e0,0x90de
0xc0e1,0x90df
0xc0e2,0x90e0
0xc0e3,0x90e1
0xc0e4,0x90e2
0xc0e5,0x90e3
0xc0e6,0x90e4
0xc0e7,0x90e5
0xc0e8,0x90e6
0xc0e9,0x90e7
0xc0ea,0x90e8
0xc0eb,0x90e9
0xc0ec,0x90ea
0xc0ed,0x90eb
0xc0ee,0x90ec
0xc0ef,0x90ed
0xc0f0,0x90ee
0xc0f1,0x90ef
0xc0f2,0x90f0
0xc0f3,0x90f1
0xc0f4,0x90f2
0xc0f5,0x90f3
0xc0f6,0x90f4
0xc0f7,0x90f5
0xc0f8,0x90f6
0xc0f9,0x90f7
0xc0fa,0x90f8
0xc0fb,0x90f9
0xc0fc,0x90fa
0xc0fd,0x90fb
0xc0fe,0x90fc
0xc1a1,0x9140
0xc1a2,0x9141
0xc1a3,0x9142
0xc1a4,0x9143
0xc1a5,0x9144
0xc1a6,0x9145
0xc1a7,0x9146
0xc1a8,0x9147
0xc1a9,0x9148
0xc1aa,0x9149
0xc1ab,0x914a
0xc1ac,0x914b
0xc1ad,0x914c
0xc1ae,0x914d
0xc1af,0x914e
0xc1b0,0x914f
0xc1b1,0x9150
0xc1b2,0x9151
0xc1b3,0x9152
0xc1b4,0x9153
0xc1b5,0x9154
0xc1b6,0x9155
0xc1b7,0x9156
0xc1b8,0x9157
0xc1b9,0x9158
0xc1ba,0x9159
0xc1bb,0x915a
0xc1bc,0x915b
0xc1bd,0x915c
0xc1be,0x915d
0xc1bf,0x915e
0xc1c0,0x915f
0xc1c1,0x9160
0xc1c2,0x9161
0xc1c3,0x9162
0xc1c4,0x9163
0xc1c5,0x9164
0xc1c6,0x9165
0xc1c7,0x9166
0xc1c8,0x9167
0xc1c9,0x9168
0xc1ca,0x9169
0xc1cb,0x916a
0xc1cc,0x916b
0xc1cd,0x916c
0xc1ce,0x916d
0xc1cf,0x916e
0xc1d0,0x916f
0xc1d1,0x9170
0xc1d2,0x9171
0xc1d3,0x9172
0xc1d4,0x9173
0xc1d5,0x9174
0xc1d6,0x9175
0xc1d7,0x9176
0xc1d8,0x9177
0xc1d9,0x9178
0xc1da,0x9179
0xc1db,0x917a
0xc1dc,0x917b
0xc1dd,0x917c
0xc1de,0x917d
0xc1df,0x917e
0xc1e0,0x9180
0xc1e1,0x9181
0xc1e2,0x9182
0xc1e3,0x9183
0xc1e4,0x9184
0xc1e5,0x9185
0xc1e6,0x9186
0xc1e7,0x9187
0xc1e8,0x9188
0xc1e9,0x9189
0xc1ea,0x918a
0xc1eb,0x918b
0xc1ec,0x918c
0xc1ed,0x918d
0xc1ee,0x918e
0xc1ef,0x918f
0xc1f0,0x9190
0xc1f1,0x9191
0xc1f2,0x9192
0xc1f3,0x9193
0xc1f4,0x9194
0xc1f5,0x9195
0xc1f6,0x9196
0xc1f7,0x9197
0xc1f8,0x9198
0xc1f9,0x9199
0xc1fa,0x919a
0xc1fb,0x919b
0xc1fc,0x919c
0xc1fd,0x919d
0xc1fe,0x919e
0xc2a1,0x919f
0xc2a2,0x91a0
0xc2a3,0x91a1
0xc2a4,0x91a2
0xc2a5,0x91a3
0xc2a6,0x91a4
0xc2a7,0x91a5
0xc2a8,0x91a6
0xc2a9,0x91a7
0xc2aa,0x91a8
0xc2ab,0x91a9
0xc2ac,0x91aa
0xc2ad,0x91ab
0xc2ae,0x91ac
0xc2af,0x91ad
0xc2b0,0x91ae
0xc2b1,0x91af
0xc2b2,0x91b0
0xc2b3,0x91b1
0xc2b4,0x91b2
0xc2b5,0x91b3
0xc2b6,0x91b4
0xc2b7,0x91b5
0xc2b8,0x91b6
0xc2b9,0x91b7
0xc2ba,0x91b8
0xc2bb,0x91b9
0xc2bc,0x91ba
0xc2bd,0x91bb
0xc2be,0x91bc
0xc2bf,0x91bd
0xc2c0,0x91be
0xc2c1,0x91bf
0xc2c2,0x91c0
0xc2c3,0x91c1
0xc2c4,0x91c2
0xc2c5,0x91c3
0xc2c6,0x91c4
0xc2c7,0x91c5
0xc2c8,0x91c6
0xc2c9,0x91c7
0xc2ca,0x91c8
0xc2cb,0x91c9
0xc2cc,0x91ca
0xc2cd,0x91cb
0xc2ce,0x91cc
0xc2cf,0x91cd
0xc2d0,0x91ce
0xc2d1,0x91cf
0xc2d2,0x91d0
0xc2d3,0x91d1
0xc2d4,0x91d2
0xc2d5,0x91d3
0xc2d6,0x91d4
0xc2d7,0x91d5
0xc2d8,0x91d6
0xc2d9,0x91d7
0xc2da,0x91d8
0xc2db,0x91d9
0xc2dc,0x91da
0xc2dd,0x91db
0xc2de,0x91dc
0xc2df,0x91dd
0xc2e0,0x91de
0xc2e1,0x91df
0xc2e2,0x91e0
0xc2e3,0x91e1
0xc2e4,0x91e2
0xc2e5,0x91e3
0xc2e6,0x91e4
0xc2e7,0x91e5
0xc2e8,0x91e6
0xc2e9,0x91e7
0xc2ea,0x91e8
0xc2eb,0x91e9
0xc2ec,0x91ea
0xc2ed,0x91eb
0xc2ee,0x91ec
0xc2ef,0x91ed
0xc2f0,0x91ee
0xc2f1,0x91ef
0xc2f2,0x91f0
0xc2f3,0x91f1
0xc2f4,0x91f2
0xc2f5,0x91f3
0xc2f6,0x91f4
0xc2f7,0x91f5
0xc2f8,0x91f6
0xc2f9,0x91f7
0xc2fa,0x91f8
0xc2fb,0x91f9
0xc2fc,0x91fa
0xc2fd,0x91fb
0xc2fe,0x91fc
0xc3a1,0x9240
0xc3a2,0x9241
0xc3a3,0x9242
0xc3a4,0x9243
0xc3a5,0x9244
0xc3a6,0x9245
0xc3a7,0x9246
0xc3a8,0x9247
0xc3a9,0x9248
0xc3aa,0x9249
0xc3ab,0x924a
0xc3ac,0x924b
0xc3ad,0x924c
0xc3ae,0x924d
0xc3af,0x924e
0xc3b0,0x924f
0xc3b1,0x9250
0xc3b2,0x9251
0xc3b3,0x9252
0xc3b4,0x9253
0xc3b5,0x9254
0xc3b6,0x9255
0xc3b7,0x9256
0xc3b8,0x9257
0xc3b9,0x9258
0xc3ba,0x9259
0xc3bb,0x925a
0xc3bc,0x925b
0xc3bd,0x925c
0xc3be,0x925d
0xc3bf,0x925e
0xc3c0,0x925f
0xc3c1,0x9260
0xc3c2,0x9261
0xc3c3,0x9262
0xc3c4,0x9263
0xc3c5,0x9264
0xc3c6,0x9265
0xc3c7,0x9266
0xc3c8,0x9267
0xc3c9,0x9268
0xc3ca,0x9269
0xc3cb,0x926a
0xc3cc,0x926b
0xc3cd,0x926c
0xc3ce,0x926d
0xc3cf,0x926e
0xc3d0,0x926f
0xc3d1,0x9270
0xc3d2,0x9271
0xc3d3,0x9272
0xc3d4,0x9273
0xc3d5,0x9274
0xc3d6,0x9275
0xc3d7,0x9276
0xc3d8,0x9277
0xc3d9,0x9278
0xc3da,0x9279
0xc3db,0x927a
0xc3dc,0x927b
0xc3dd,0x927c
0xc3de,0x927d
0xc3df,0x927e
0xc3e0,0x9280
0xc3e1,0x9281
0xc3e2,0x9282
0xc3e3,0x9283
0xc3e4,0x9284
0xc3e5,0x9285
0xc3e6,0x9286
0xc3e7,0x9287
0xc3e8,0x9288
0xc3e9,0x9289
0xc3ea,0x928a
0xc3eb,0x928b
0xc3ec,0x928c
0xc3ed,0x928d
0xc3ee,0x928e
0xc3ef,0x928f
0xc3f0,0x9290
0xc3f1,0x9291
0xc3f2,0x9292
0xc3f3,0x9293
0xc3f4,0x9294
0xc3f5,0x9295
0xc3f6,0x9296
0xc3f7,0x9297
0xc3f8,0x9298
0xc3f9,0x9299
0xc3fa,0x929a
0xc3fb,0x929b
0xc3fc,0x929c
0xc3fd,0x929d
0xc3fe,0x929e
0xc4a1,0x929f
0xc4a2,0x92a0
0xc4a3,0x92a1
0xc4a4,0x92a2
0xc4a5,0x92a3
0xc4a6,0x92a4
0xc4a7,0x92a5
0xc4a8,0x92a6
0xc4a9,0x92a7
0xc4aa,0x92a8
0xc4ab,0x92a9
0xc4ac,0x92aa
0xc4ad,0x92ab
0xc4ae,0x92ac
0xc4af,0x92ad
0xc4b0,0x92ae
0xc4b1,0x92af
0xc4b2,0x92b0
0xc4b3,0x92b1
0xc4b4,0x92b2
0xc4b5,0x92b3
0xc4b6,0x92b4
0xc4b7,0x92b5
0xc4b8,0x92b6
0xc4b9,0x92b7
0xc4ba,0x92b8
0xc4bb,0x92b9
0xc4bc,0x92ba
0xc4bd,0x92bb
0xc4be,0x92bc
0xc4bf,0x92bd
0xc4c0,0x92be
0xc4c1,0x92bf
0xc4c2,0x92c0
0xc4c3,0x92c1
0xc4c4,0x92c2
0xc4c5,0x92c3
0xc4c6,0x92c4
0xc4c7,0x92c5
0xc4c8,0x92c6
0xc4c9,0x92c7
0xc4ca,0x92c8
0xc4cb,0x92c9
0xc4cc,0x92ca
0xc4cd,0x92cb
0xc4ce,0x92cc
0xc4cf,0x92cd
0xc4d0,0x92ce
0xc4d1,0x92cf
0xc4d2,0x92d0
0xc4d3,0x92d1
0xc4d4,0x92d2
0xc4d5,0x92d3
0xc4d6,0x92d4
0xc4d7,0x92d5
0xc4d8,0x92d6
0xc4d9,0x92d7
0xc4da,0x92d8
0xc4db,0x92d9
0xc4dc,0x92da
0xc4dd,0x92db
0xc4de,0x92dc
